MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,VARIANCE_CATEGORY,REVENUE_BUCKET,GM_PERCENT
Jan-2024,Mumbai,Erickson-Terry,Active,West,14722,6964376.83,1208953.01,5869323.59,2441958.88,3294081.67,1975437.48,2.370888,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,Above 45L,56.12370181143821
Feb-2024,Mumbai,Erickson-Terry,Active,West,13340,4194392.4,758388.98,3532165.05,1561025.35,1822103.52,386460.94,2.0335799999999997,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,51.58602427143092
Mar-2024,Mumbai,Erickson-Terry,Active,West,12922,4570598.64,882670.58,3730123.82,1316479.35,2303740.01,920200.72,2.8894729999999997,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,61.76041657512591
Oct-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,11757,5735198.86,866028.33,4915927.32,2360850.21,2411111.96,989914.23,2.992525,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,49.04694075094665
Nov-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,7859,3321671.87,815979.45,2589149.23,752618.28,1765090.3,494577.91,2.485763,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,68.17259814723002
Dec-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,8911,4433506.93,858878.3,3685574.38,1715942.08,1916131.51,458502.95,1.9390509999999999,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,51.99003771021439
Jan-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,9135,4434331.12,735251.93,3742240.35,1155953.64,2469864.77,1056908.06,1.6534849999999999,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,65.99962960690111
Feb-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,13121,4916491.65,937696.95,4050246.92,1605317.35,2306491.92,1003538.18,2.082739,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,56.94694584200807
Mar-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,14581,4430083.89,774654.33,3697954.79,1532359.79,2109821.78,812952.62,2.065008,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,57.053747268770685
Oct-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,7204,3164900.57,710063.05,2533987.69,1061336.48,1327507.01,-186335.98,1.571018,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,52.388060732844366
Nov-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,12318,4807208.18,853357.95,4001464.07,1885771.57,2058995.14,715646.19,1.137427,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,51.45604468716372
Dec-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,9621,3606875.19,740932.56,2978776.55,1071461.7,1847777.69,563039.93,1.317358,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,62.03142998423296
Jan-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10471,4730201.63,1133229.99,3673485.66,1583579.23,2019681.01,797919.92,2.8781369999999997,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,54.97996172931842
Feb-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10293,3551171.21,814314.32,2830981.27,1235732.42,1499096.56,32148.74,2.0284020000000003,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,52.95324896303535
Mar-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,14934,7171190.0,2147223.89,5076999.12,2496556.22,2455624.51,1064518.09,2.247486,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,Above 45L,48.36763710134343
Oct-2023,Bangalore,Acevedo Inc,Inactive,South,7991,2891073.46,491183.8,2483217.23,750835.98,1609080.89,212286.2,2.898401,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,15L-25L,64.7982331372596
Nov-2023,Bangalore,Acevedo Inc,Inactive,South,13332,5798850.2,1459163.18,4434029.3,1854469.27,2513939.37,1160441.25,1.976991,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,56.696498825571595
Dec-2023,Bangalore,Acevedo Inc,Inactive,South,12213,5817334.36,1382634.77,4518444.31,1941662.72,2503702.12,1064455.02,2.2379830000000003,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,Above 45L,55.410711037401285
Jan-2024,Bangalore,Acevedo Inc,Inactive,South,8230,3863800.53,615731.81,3399862.75,1027864.79,2314894.47,1043787.37,1.259358,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,68.08788001809779
Feb-2024,Bangalore,Acevedo Inc,Inactive,South,11134,4154308.51,843551.05,3422283.91,1634804.72,1727620.9,347258.21,1.7276189999999998,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,50.481518933944905
Mar-2024,Bangalore,Acevedo Inc,Inactive,South,9837,4377476.95,1033711.14,3424415.76,1654280.89,1682988.14,298201.1,2.135455,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,49.146723352306964
Oct-2023,Hyderabad,Kim-Williams,Inactive,North,12112,4876041.83,1367441.62,3593358.78,1643067.01,1814865.69,328559.44,1.050475,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,50.50610866082235
Nov-2023,Hyderabad,Kim-Williams,Inactive,North,9334,3207549.83,901676.79,2441873.96,1031385.36,1314656.24,82145.63,2.999115,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,53.83800562744852
Dec-2023,Hyderabad,Kim-Williams,Inactive,North,13751,5158838.95,1321788.82,3885591.61,1657596.35,2100639.99,685536.5,2.2215409999999998,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,54.062294776264466
Jan-2024,Hyderabad,Kim-Williams,Inactive,North,10113,3826948.47,1005015.78,2938712.66,1058416.36,1828380.75,331408.33,2.478134,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,62.21706446114401
Feb-2024,Hyderabad,Kim-Williams,Inactive,North,10289,4965329.42,997860.09,4047409.31,1404152.4,2561940.59,1114325.81,1.010053,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,63.298282772393975
Mar-2024,Hyderabad,Kim-Williams,Inactive,North,13773,5955207.29,1564293.43,4498942.47,1317493.46,3065096.65,1635627.02,1.575891,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,68.12926972146856
Oct-2023,Bangalore,Valenzuela and Sons,Active,South,10214,5004655.04,853611.07,4205775.89,1418650.22,2678983.96,1341879.21,2.7913959999999998,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,63.69773449816415
Nov-2023,Bangalore,Valenzuela and Sons,Active,South,12633,5656720.55,876036.61,4833144.27,2320170.88,2364616.67,1045347.5,1.7016380000000002,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,48.92501729521101
Dec-2023,Bangalore,Valenzuela and Sons,Active,South,13151,4361670.92,688131.59,3774547.74,1232522.06,2434378.44,1128810.42,2.689725,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,64.49457279880635
Jan-2024,Bangalore,Valenzuela and Sons,Active,South,9950,3816157.32,639029.94,3219892.72,1200178.77,1888246.85,620958.99,2.75866,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,58.643160322434596
Feb-2024,Bangalore,Valenzuela and Sons,Active,South,12406,3959322.93,782576.82,3267570.08,1185926.61,2003073.51,747736.18,2.094943,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,61.301623559975795
Mar-2024,Bangalore,Valenzuela and Sons,Active,South,11552,4178285.12,985892.82,3280810.49,1206150.2,1990079.68,480164.47,1.614433,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,60.65817230424668
Oct-2023,Pune,Long-Beck,Inactive,East,12375,5981931.57,1593847.21,4517895.59,1610269.57,2852386.89,1667533.83,2.4623150000000003,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,63.135299016505165
Nov-2023,Pune,Long-Beck,Inactive,East,13799,4170892.74,1118240.51,3162009.76,1081091.2,2003769.36,621800.38,1.422252,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,63.37011938887881
Dec-2023,Pune,Long-Beck,Inactive,East,7969,3447064.7,967229.4,2569515.86,839058.16,1589377.43,254671.23,1.222274,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,61.85513211815707
Jan-2024,Pune,Long-Beck,Inactive,East,12669,4410158.93,1106321.78,3371769.98,1221073.85,2073631.74,675143.17,2.701149,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,61.499798393720795
Feb-2024,Pune,Long-Beck,Inactive,East,14469,4408798.33,945437.83,3558150.67,1360485.24,2128164.53,733561.44,1.756202,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,59.81097281639285
Mar-2024,Pune,Long-Beck,Inactive,East,10867,4930534.66,906926.81,4108338.66,1307396.88,2665997.14,1431577.59,2.327649,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,64.8923411781248
Oct-2023,Pune,Cruz-Murillo,Inactive,West,12197,4629698.66,1254170.71,3464172.64,1093048.64,2234823.1,716975.4,1.255549,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,64.51246321257246
Nov-2023,Pune,Cruz-Murillo,Inactive,West,10814,3279331.32,850385.4,2477635.85,1124725.26,1237931.79,-74974.09,2.097746,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,15L-25L,49.964234655387315
Dec-2023,Pune,Cruz-Murillo,Inactive,West,10861,4705567.05,1403789.84,3358693.22,1629492.31,1670435.93,308175.2,2.608191,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,49.73469800853083
Jan-2024,Pune,Cruz-Murillo,Inactive,West,7242,2896740.6,751812.46,2215824.43,999591.2,1153678.25,-112322.78,1.504624,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,15L-25L,52.065417926635995
Feb-2024,Pune,Cruz-Murillo,Inactive,West,11837,5096893.02,882210.64,4319035.37,2090787.33,2101203.32,599182.09,1.635965,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,48.64982895474643
Mar-2024,Pune,Cruz-Murillo,Inactive,West,7746,3825473.35,790633.08,3124973.42,1181100.22,1853802.78,512580.7,1.8029240000000002,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,59.3221935308493
Oct-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,11915,4283112.53,746892.15,3619279.7,1313336.32,2244295.6,913371.8,1.401542,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,35L-45L,62.009454533176864
Nov-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,8301,3281947.9,802482.11,2588333.81,1211667.83,1254459.37,-132779.41,2.287913,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,48.46590363087673
Dec-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10956,3541984.81,598823.66,3074110.09,1138424.79,1859238.12,662864.35,2.575484,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,60.48053145682887
Jan-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10124,4096983.1,753910.01,3385229.66,1256061.31,2039389.01,797406.7,1.370554,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,60.24374163140234
Feb-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10479,4243785.39,923782.87,3436431.3,1517199.05,1801176.43,546755.81,1.044437,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,52.414155056729925
Mar-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,12368,3953862.07,1160490.41,2843824.68,930179.15,1795890.95,318547.18,2.598316,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,63.15055082790827
Oct-2023,Pune,Scott LLC,Inactive,West,8873,4100156.9,782710.1,3370051.23,1576845.03,1697241.74,291009.95,2.401451,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,50.36249078029594
Nov-2023,Pune,Scott LLC,Inactive,West,8375,3111833.84,743937.08,2457272.66,1055607.66,1316181.81,-68593.33,1.992478,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,15L-25L,53.56270923553107
Dec-2023,Pune,Scott LLC,Inactive,West,9296,3239801.51,530343.59,2776703.05,1194645.84,1519519.68,246344.05,1.769465,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,54.72388125910691
Jan-2024,Pune,Scott LLC,Inactive,West,7344,3018580.51,719022.09,2337981.11,781081.96,1466867.87,81218.42,1.574442,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,15L-25L,62.740792204262085
Feb-2024,Pune,Scott LLC,Inactive,West,12127,5186690.7,1026764.96,4259732.07,1590576.98,2527982.5,1200758.85,1.856368,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,35L-45L,59.346044738442906
Mar-2024,Pune,Scott LLC,Inactive,West,7731,2639081.83,595557.35,2141751.75,718522.26,1294890.77,-178648.13,1.604933,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,15L-25L,60.45942392716617
Oct-2023,Hyderabad,Walker-Mosley,Inactive,East,7972,3780825.03,1012363.35,2858552.9,1191214.31,1592981.48,374293.44,2.293674,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,55.72684976373885
Nov-2023,Hyderabad,Walker-Mosley,Inactive,East,10106,4796394.81,840946.0,4059293.83,1841575.2,2148799.05,692099.13,2.772761,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,52.93529219588422
Dec-2023,Hyderabad,Walker-Mosley,Inactive,East,12454,3912837.47,792229.89,3222014.21,1537659.68,1534807.11,347020.06,2.060125,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,47.63501989645167
Jan-2024,Hyderabad,Walker-Mosley,Inactive,East,11435,4396053.64,1177085.51,3291823.97,1442382.76,1767355.76,440518.76,2.448058,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,53.68925483582282
Feb-2024,Hyderabad,Walker-Mosley,Inactive,East,14104,4885177.92,1249796.6,3746191.37,1629087.59,2056300.88,706379.46,1.6414490000000002,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,54.89043876581243
Mar-2024,Hyderabad,Walker-Mosley,Inactive,East,14942,6737555.08,1261881.63,5529660.35,1643589.82,3812595.09,2497011.54,1.6603119999999998,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,Above 45L,68.94808810454334
Oct-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,9657,4519471.67,907954.74,3728049.98,1589318.12,2056103.64,843404.17,2.605963,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,55.15225522808039
Nov-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,10462,3555447.27,684877.43,2957695.78,952847.11,1904514.16,552314.64,2.895559,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,64.3918205813581
Dec-2023,Ahmedabad,"Hall, Clark and Waller",Active,South,14996,6009462.88,1648831.93,4459006.28,1852174.96,2503720.37,924076.94,2.128791,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,56.149738591532106
Jan-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14883,6253674.33,1591009.66,4745447.85,1494108.25,3167046.63,1915851.69,1.615358,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,Above 45L,66.73862468007104
Feb-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14504,4674603.48,1101156.25,3629206.17,1687386.85,1861673.01,504992.59,1.5235020000000001,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,51.29697577914125
Mar-2024,Ahmedabad,"Hall, Clark and Waller",Active,South,14600,5678969.1,1268438.98,4523557.74,1697727.94,2739504.26,1281659.86,2.091392,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,Above 45L,60.56083325245672
Oct-2023,Hyderabad,Alvarado Group,Inactive,East,11185,4689722.76,1044417.33,3740079.63,1675409.85,1918459.57,588248.81,2.4017310000000003,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,51.29461829132232
Nov-2023,Hyderabad,Alvarado Group,Inactive,East,8535,4225525.5,997369.76,3324175.66,1485677.26,1749134.85,407341.19,1.644135,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,52.61860469792382
Dec-2023,Hyderabad,Alvarado Group,Inactive,East,10338,4557683.7,1318490.19,3315610.58,1308515.35,1946957.25,541281.87,1.497638,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,25L-35L,58.720926448485386
Jan-2024,Hyderabad,Alvarado Group,Inactive,East,12121,4917869.34,984392.1,3983425.49,1693009.72,2212740.36,787598.64,2.9449229999999997,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,55.548682046516696
Feb-2024,Hyderabad,Alvarado Group,Inactive,East,12367,4154322.1,798471.48,3474925.16,1078720.48,2263407.03,852968.34,2.3075740000000002,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,65.13541805314735
Mar-2024,Hyderabad,Alvarado Group,Inactive,East,14933,5422271.4,900062.04,4686104.47,1896615.08,2710968.81,1352335.5,2.029484,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,57.8512243454103
Oct-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,10659,5129608.62,1341471.01,3838629.37,1390482.93,2323528.48,968663.02,2.3915900000000003,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,35L-45L,60.53015949284002
Nov-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,10004,3081899.97,613068.61,2518140.69,1116420.15,1295178.95,-49075.01,2.876362,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,51.43393914181975
Dec-2023,Hyderabad,"Carson, Macias and Wiggins",Active,East,9883,4207197.39,766859.93,3469933.06,1298472.1,2101112.16,733024.88,1.4850889999999999,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,60.55195082063053
Jan-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,10099,3490883.46,554243.02,2996082.11,1216641.95,1714265.87,369312.89,2.16414,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,57.21691886475034
Feb-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,10438,4628966.48,1002330.95,3749718.54,1800544.11,1888059.34,521272.21,2.9465220000000003,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,50.35202828850189
Mar-2024,Hyderabad,"Carson, Macias and Wiggins",Active,East,14467,4998295.27,874340.55,4235372.83,1961470.75,2152934.95,1006985.99,2.52378,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,50.83224160929417
Oct-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,13752,5689015.25,1529201.35,4287794.66,2024305.86,2120388.94,656025.15,1.148669,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,49.45173703817244
Nov-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,9731,3088555.21,603759.94,2565619.34,1133797.76,1372689.01,-19511.57,1.996666,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,53.503221954976375
Dec-2023,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,9775,3047943.03,581394.0,2568923.16,1137552.86,1291797.66,112296.34,1.15921,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,50.28557023869876
Jan-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,12851,6074491.84,1038237.17,5118312.17,1963075.34,3018530.81,1526325.66,1.7069459999999999,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,58.97512128495281
Feb-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,12816,3967612.83,1159646.14,2914238.36,1197373.42,1626354.13,305005.75,1.137856,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,25L-35L,55.80717597856339
Mar-2024,Bangalore,"Reyes, Dunn and Goodman",Inactive,North,10164,3756253.27,912901.87,2898969.45,1247038.03,1565263.53,133960.42,2.403131,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,53.993791828334025
Oct-2023,Bangalore,Mcfarland Group,Inactive,North,10832,4934447.17,907326.14,4108574.16,1991416.64,1981978.49,730800.81,1.054162,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,48.24005635083875
Nov-2023,Bangalore,Mcfarland Group,Inactive,North,14404,5738558.58,1127829.29,4669592.97,2231771.5,2317059.41,885189.09,2.090856,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,Above 45L,49.62015800704789
Dec-2023,Bangalore,Mcfarland Group,Inactive,North,11777,4550657.67,1364548.49,3288734.13,1123435.27,2071731.65,675004.04,2.716414,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,62.99480493426205
Jan-2024,Bangalore,Mcfarland Group,Inactive,North,8017,2951798.43,884508.88,2140805.61,962217.29,1031028.13,-408424.18,1.93805,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,15L-25L,48.1607543059456
Feb-2024,Bangalore,Mcfarland Group,Inactive,North,11284,5522119.23,1056246.21,4604834.7,2058616.56,2426264.71,1182004.31,2.875323,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,Above 45L,52.689507182527095
Mar-2024,Bangalore,Mcfarland Group,Inactive,North,11551,4027094.39,936644.15,3213211.87,1446412.01,1682560.35,410138.24,2.1926930000000002,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,52.363815959636675
Oct-2023,Hyderabad,Jimenez LLC,Inactive,North,11311,5579849.59,1205866.07,4497972.01,1554262.26,2863128.4,1566085.04,1.0383360000000001,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,35L-45L,63.653762042863406
Nov-2023,Hyderabad,Jimenez LLC,Inactive,North,13906,6836109.13,1059689.45,5832274.74,2783801.0,2984049.74,1539957.64,1.709096,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,51.1644233687112
Dec-2023,Hyderabad,Jimenez LLC,Inactive,North,14382,6710739.76,1467442.43,5354165.45,1799503.87,3436264.07,2113650.84,1.4736989999999999,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,Above 45L,64.17926569676699
Jan-2024,Hyderabad,Jimenez LLC,Inactive,North,14633,5426105.35,1347698.69,4151296.72,1587600.98,2456746.01,966257.19,1.87553,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,59.18020743166728
Feb-2024,Hyderabad,Jimenez LLC,Inactive,North,12986,5385117.14,887207.41,4566456.18,2127721.93,2388364.01,1113572.88,1.354703,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,Above 45L,52.30235254332387
Mar-2024,Hyderabad,Jimenez LLC,Inactive,North,11207,5602043.76,1017973.64,4718069.31,1495345.15,3076288.84,1870700.45,1.113251,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,65.20228165109341
Oct-2023,Ahmedabad,Robbins PLC,Inactive,South,13719,6111751.61,1637801.88,4551649.59,1660820.7,2790825.5,1501608.48,2.28744,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,61.314594737948624
